tick,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24
3216,103.46141908028447,79.96075882224,87.8508778846293,110.76956879074766,111.73359236741003,107.60644714190923,133.24519692189963,131.90874681627577,89.4207976469073,86.53641486645213,104.61177135031691,142.8801547459639,89.35111016634548,116.71068265694218,64.452602754616,93.05591143466857,92.80454469125755,104.7163255153406,85.56861329633041,94.7895909558623,81.2194278860121,119.59744330194174,145.8413686925358,68.85811393912847,105.46114608588802
3217,103.64101783724405,79.83079887095487,87.566002035314,110.31708903743785,110.96347162044984,107.68225799049578,134.18564044379,131.24235366027935,89.4876589746518,86.72661807134902,104.27648054962921,142.6143243942959,89.0952484499424,117.08333900078385,64.32563037277302,93.06327508223681,92.38928291794753,104.57435882671231,85.24717183560175,94.6687338668032,81.31153250811799,119.25457676538338,145.92165316912602,68.67850320705604,105.77883502793269
3218,103.379004159829,79.4881651349705,87.40293800170465,110.08721096722546,110.62496747987615,107.31646041948498,134.1841142000747,130.8450881213828,89.25049252864665,86.64684686720881,104.16183314309698,140.3703055978195,88.79344651289266,116.75803897829964,64.15490654561029,92.98077897453217,92.05975730615532,104.38726577732531,84.94594909698239,94.34547734448918,80.77616199939881,118.77033110502505,145.6188932133173,68.4273112744375,105.37544332525125
3219,103.23961970621852,79.01793261266711,87.30961779471097,109.92187787289895,110.75889875091134,107.46833968376971,134.1796165746108,130.73647368733208,89.1673676632451,86.61615951044487,103.65924737615252,140.2491468179226,88.45322290667497,116.74078686028366,64.02576570322454,93.04463406388112,92.14970237700933,104.38230254082357,84.81638260142017,94.01129063885801,80.76893615642666,118.31400621243566,145.8323372786299,68.56054940902214,105.46444873358588
3220,102.9608277989575,78.30200228120502,87.10559267271147,109.46098119630908,110.99488252573155,107.75780992572457,134.49649242971324,130.50555896605354,88.94429219464891,86.70636049057511,102.99775021722026,140.70883895689616,89.04266562781625,116.82868544620617,63.9725970437467,93.24323264990612,91.88826554398088,104.48811358513633,84.74518346904622,95.15318212439497,80.99954014209116,118.3693199743989,145.57746936378962,68.25433333725512,104.9840607714273
3221,103.09262898025285,78.12575965654679,87.32823744406559,109.48937932295742,111.26646621850715,107.58343585817983,133.99813688669715,130.76630913618902,88.94323849906729,86.71105851321907,103.062594104367,140.94017929461688,89.23885985717773,116.73320600373948,63.7414773313939,93.38558177181487,92.01197438029014,104.34457815649712,84.96540805492592,95.21508733004536,81.30165132789355,118.4906086751934,145.7125350918131,68.30674910752275,104.97396021420094
3222,103.44787743950124,78.60500953925417,87.4984457705213,109.73295871320178,111.79352622793144,108.18576589758584,134.874545978235,130.76268004759416,89.55255202130604,87.31551110112498,103.36529774987976,141.78030896676577,89.39595848051447,116.81724995426447,63.83628847975672,94.0284470284789,92.48151620297428,105.18524866912576,85.52040856150288,95.73461877198476,81.54312726677928,119.40135817300897,146.42258652885826,68.59244317360606,105.56018127905298
3223,103.37604670162186,77.94148052100853,87.35132205213272,108.78384539349071,111.1668374948743,108.4535717179765,134.151550254041,130.50521825139717,89.53888353362109,86.78443499266372,103.28994347732171,141.27887682183115,89.0329963309142,116.77000271583245,63.93153592662893,93.97274108765947,92.45287779427076,104.88822345247512,85.72409404904084,95.67518366114636,81.01682254430062,118.87664817870959,147.1333376172547,68.26625894029631,105.71790145934584
3224,103.4973883734043,78.06573395127153,87.34584095473555,108.67656102461632,110.89859226391386,108.36352030781354,134.418351071762,130.79676257846782,89.38643234185822,87.11082113987014,102.56944916822776,141.00958247184175,89.12892952770773,117.19537454979582,63.89629649620212,93.92812159516777,92.35000978334905,104.76027214355277,85.66271365208937,95.73624659430298,80.99222347466186,118.81216550742604,146.87508403266145,68.3905744664742,105.85348435853302
3225,103.2171863737144,78.24718726641997,87.45728479005375,108.21966362565165,110.86505036469171,107.66530477563103,134.3312002780055,130.9606027668326,89.14381169252073,87.1825786530358,102.56205227766829,140.11463607046065,89.02120592820233,116.64058985553972,63.68979708495836,94.11632394102367,92.5595534801139,105.02251703609028,85.9837093080788,95.80135397494612,80.75765926170742,118.89629272123412,146.9632806050965,68.82328803289737,106.05624508590421
3226,103.31321284541164,78.3960037376374,87.69097846319698,108.44982596387328,110.89772974807704,107.7086513001133,134.1039671711085,131.56338536321772,89.3957512801968,87.49433290703259,102.65703481349408,140.1969420655423,89.25800780071555,117.29549985805978,63.96767547564539,94.1689557994717,92.565952597513,105.15113992233611,86.29074518959588,96.12498269417095,81.02040071750598,118.99196585150744,146.70940314502954,68.5660290929144,106.03817354825357
3227,103.18646226980009,78.58633154750547,87.5780160847092,108.3947763509584,111.2650347725727,106.97133768929515,135.08971815701068,131.19081871524492,89.72195836027748,87.72227822233471,102.67708349728758,140.00047332462663,89.62580160812453,117.05474463891375,64.01601764950315,94.23821350581244,92.29255658076309,105.40776751259257,86.11257368495897,96.22387304209228,80.7956334861343,119.16497454665722,146.6185557479936,68.56376144482887,106.3224604071932
3228,103.39666600010837,78.87192896445387,88.06765382690847,108.51808614953933,111.32918023664699,106.94485814894314,135.8090357306905,131.52876558916486,89.9743359823708,88.06718464053989,102.30504374315557,140.71666811360265,90.10954274985372,117.14021418128532,64.22589265418937,94.16277186541778,92.72144927532183,105.78820014308104,85.90574262972616,96.54163636012473,80.94866076400646,119.26755146801399,146.70108991663105,68.2438146782007,106.47545325141165
3229,103.37133644814185,78.94062325220328,88.13800312464348,108.97916225396533,111.39067675896548,106.70149352338763,135.90882123900968,130.87699478976856,89.8839366920789,87.97330634034721,102.55887058409205,140.515806203072,90.8328328239621,117.01720235306946,64.16888542451878,93.92379506007278,93.05558684884414,105.80445490882434,85.48849753551545,96.40219869635307,80.88541638166144,118.45111251721444,145.40042128637435,68.11434356438674,106.05025645284212
3230,103.42561582179307,78.9243658026049,88.23400834419066,109.55044168755515,111.25866175947789,106.68293761844946,135.5947358338577,130.93354949832266,89.92013813034126,88.08117420614967,102.70774208802625,140.3229475489855,92.0165888801895,117.4097341020792,64.11721507356951,94.2262576586946,93.45565341492738,106.50845258736561,85.55725817879518,96.32801556221234,80.70736443746259,118.72734082100436,146.19785698380286,68.2681870711352,106.10946633751202
3231,103.33408968836575,78.75619348726308,88.28712110201181,109.18570295212398,110.95868141745193,106.65319114452018,135.3332678903579,130.72662010336808,89.86149496237907,87.98407434104304,102.3180879949215,139.99036505861343,91.9824535720089,117.17308069499141,64.2808853206287,94.05611850013479,93.08279396539905,106.46008834458323,85.18861594696827,96.30520407324903,80.73415431204813,119.05571890772013,146.62607733940035,68.08904093389,105.38767852606424
3232,103.43718507986449,78.99727456637306,87.76400942178982,109.10927097890618,110.63353879302935,106.89026224550996,135.08710528521956,130.51253555017118,89.45691263122455,88.1227423829991,101.99149521893548,139.85066662668783,92.19626167719518,117.29022642836985,63.91876091040782,93.81201042598927,93.05992350991734,106.48997232229932,84.88120406353316,96.49788953822795,80.80049169656604,119.20616750507526,146.72236453762292,67.87425961176241,104.41479455392387
3233,103.62966994483766,78.99993627214116,87.84905977650095,109.0227337077442,110.54859374984764,106.7300126173511,134.70887477081598,130.50784178645355,89.6193233413941,87.96028904330318,102.02752361430544,139.9570465039749,92.16544544872897,117.27342696927762,63.96189193594017,93.7412377375292,92.70490386760363,106.20652091641445,84.67904072980606,96.67988080704559,80.63881367591311,119.04338218714703,146.68753758764103,67.1986247236168,103.97607179215532
3234,103.833242489678,78.98005679359179,87.86260394412858,110.10303661501248,110.5045590269611,106.16085150333804,134.76062434910006,130.8500851664633,89.77474354679207,88.4956834377558,101.69092663429848,139.69718466377753,92.17151992543862,117.06365659574394,64.18518686322494,94.19555992145575,93.13303922609165,106.38399136322114,84.93133561212727,97.17811278123521,80.40448443221929,118.84488300622044,146.85514852667572,66.84057551815272,104.24727450284696
3235,103.99034427438997,79.09925868501787,87.83805237611182,110.65543410537191,110.71805524568903,106.48563295311773,134.50010870491099,131.1294941765058,90.00715343457317,88.8482189627071,101.92792975888838,139.4067533397916,92.23450197038484,117.31671744653208,64.38146371982789,94.51580835193427,93.27717257357287,106.53998740980768,85.3002376696674,97.4632115909425,80.54474662872106,119.03450202224192,147.47925987398648,66.91811354573335,104.65076206884362
3236,104.50665240522171,79.16156888119855,88.03059109304458,111.22248003097171,111.28344625453478,106.91019437256838,135.1826796996948,131.35129273262032,90.26941489670668,89.07748061997015,101.60964777759456,140.00840303087926,92.64736618332847,117.18504912191678,64.48311020189846,94.8226784811567,93.57081355635974,106.93890811894885,85.55315266565954,98.00878122320123,81.4367283227133,119.08590327697569,147.64375881992055,66.89201648147844,104.95947391928138
3237,105.27517646213963,79.32028154068846,88.25411041461784,111.80118122480485,111.47035964835332,107.12839659963537,135.8946103653844,131.57344534122143,90.13989830074898,89.37533554013964,101.30773998888267,140.42536016223946,92.80323154486109,117.0980285611271,64.6349272346392,95.06767302786898,93.91367589768997,106.69168578708145,85.59484315263282,98.48564356158965,81.39208724262842,119.23047790818089,147.812428405665,66.97862741334295,105.13468841642865
3238,105.06173116747098,79.2970322966094,88.52139929012635,111.59914225701573,111.20302795403727,107.4592588646955,136.12293413078288,131.46562847460302,90.0776637288313,89.62546699464535,101.35150641221006,140.8023710411973,92.93177620294989,117.065257169575,64.75602006181562,95.10495236030334,93.74029705910885,106.73378664170502,85.38351458560963,97.98276004982475,81.38398239529172,119.24684037038838,147.48487415816606,66.88827510086028,104.9092528233201
3239,105.20652958087949,79.00469759634692,88.70057141140799,111.87602426226472,111.3329145904749,107.47779779389757,136.3349176092724,131.22005447551794,89.93999833760849,89.79778509903467,100.02517167165071,140.6549388352302,93.30149692433736,117.77941794328656,64.83827270567866,95.16915630775785,93.89236082150147,106.81886223994665,86.44488024880843,97.85176656727275,80.93654892764417,118.9024773586025,147.23973643997275,67.19816182130155,104.78757850562602
3240,105.7845655539047,79.57024385929104,89.21316976509513,112.05622764814593,111.86342498844463,107.46146691846674,136.5876821587495,131.69717918960603,90.21351228810445,90.47431648375638,100.49886330612972,141.60089052387025,93.73099988009177,118.30208155821951,65.11513657726817,95.56697357889733,94.20389403542038,107.18290593262611,86.6964806710074,98.1484558224483,81.37730721218034,119.62460056706537,147.7831422126821,67.35333426569166,104.9246245179866
3241,105.71961987569097,78.727845224982,89.04687691649724,111.6742919331084,111.52516208173205,107.23581013553695,136.4960033871995,131.72075306055316,90.26316389491514,90.32906655672167,100.69957132549858,141.73010126636044,93.27336230927745,117.81469481301384,65.00904169704503,95.35951077753964,94.14895273109197,106.87786692647148,86.68857028830068,97.3082617870874,80.97412871116921,119.44967787334112,147.23364254319102,67.26272823774985,104.90205456711864
3242,105.62836999302478,79.05733563563068,89.30242584557232,112.26554791067419,112.32046463685268,108.00609660417739,137.41737187859758,132.27263632919374,90.81595279767838,90.78536196362793,100.77089571517111,144.03981104140723,93.4975936305851,118.45931613217056,64.35544219869568,96.05901793328562,94.69276565623673,107.56054179542328,87.10114854396514,97.78713033340676,82.0881152109264,120.45930035624485,147.88984022360856,68.04777860220062,105.41676851865031
3243,105.58166594805431,79.11072017255887,89.15821870148643,111.7801638393905,112.43256289405643,108.05499750134615,138.57125276483484,132.48142391379503,91.17004134567695,91.12675920907026,100.46706050225141,144.07083043922128,93.59037028710772,119.49886740316741,64.69573127161,96.08743230864188,94.5528563697123,107.70352233234792,87.72804507508317,98.27864780891976,82.04306333975742,120.29200329039325,147.8247061689451,68.43553721851863,105.40282905192886
3244,105.4805022074444,78.94511407224111,89.00386253305679,111.76140068590914,112.4628864361717,107.91173598079574,137.7434982261343,131.6760338283486,90.93704945893302,91.18889994542768,100.46938113879527,143.7095233529967,93.26714060474303,119.20157282895813,64.33567118803906,96.02614880128908,94.20376735382963,107.36665723750181,88.07399027435898,97.98902733714176,81.83069852246516,119.91287280360275,147.60031459193056,68.36544173165788,105.00212671588359
3245,105.69599816643891,79.11076035219598,89.49458840258235,111.62106051018351,112.514922250323,108.51540525007941,137.29274346528751,131.4123912375446,90.99649617508383,91.2233539294259,102.15365590181865,144.00330435904814,93.1076092427975,119.43269686543621,64.44569818887098,96.1283692270072,94.07143860286757,107.86108631131502,88.16878019871294,98.45296670625075,82.48516573975341,119.45575328680235,147.2697404619863,68.63857174283501,105.17515329984523
3246,106.13522167565222,79.2388281886069,89.78518799671366,111.86405741613582,112.94289712070469,109.05256542535079,138.2429599332725,131.85657023698357,91.73191716094193,91.70855697393887,102.53554255652104,145.07878627992216,94.8942857792398,119.23058444992306,64.66169998933485,98.76641086157717,94.46967406244637,108.69780817027528,88.80038365974194,99.30901856209253,82.89550153780006,119.67573544840428,147.51374186722953,69.06186974990686,106.03710274288854
3247,107.2562298491871,79.43767452459882,89.84369299133606,112.06701959596792,112.67537071494613,109.04870296037798,138.09242384293074,132.2497132164953,91.82835889166019,91.48888897714279,102.80185931101987,145.64655023339657,95.28155076643566,119.17029631922917,64.76504194712788,99.01499134683488,94.62031525779398,108.76841544948432,89.01541631949055,99.52503911213024,82.89720592140283,120.00252957835589,146.75807474645677,68.93835429267214,106.50186770750145
3248,107.19851210657424,79.5148910538676,90.12195433715719,112.14674668458785,112.58232896490095,109.09526197346193,138.18777734508305,132.21424393673328,91.80400712923081,91.52953746198143,103.01084711960148,145.65399747101043,95.9433237156498,119.21918354938697,65.04864698892337,98.88561160322948,94.62356076294722,108.51159393729785,88.91082004425661,99.28451324410472,83.1204524633513,120.55515996009062,147.22950933784475,68.81962218632006,107.21067049963128
3249,107.12836470574821,79.70086819479401,90.18316010562917,112.19722984322246,112.63704969684912,109.17338241862225,138.7852367555668,132.07326069072687,91.84391654048976,91.44528134153384,102.93573458235974,145.90809681660002,95.8891482164285,119.82276352263881,65.17226845042057,98.90929523660098,94.48416497046647,108.76647293048669,89.17580194141237,99.8124033281045,82.87102615698582,120.82541597990823,147.40645929405753,68.82502808056658,107.42001809226583
3250,107.4230803515912,79.67692384542967,90.55656568013966,112.28006080344858,112.56254408887445,108.62052880384232,139.0308383560395,132.44165652284357,92.0892755497583,91.46501459531417,102.59546270720399,146.42678781716708,96.3509595409218,120.01354682664605,65.32290636272754,99.04180484614879,95.2528151376396,108.37896575184166,89.12422837149379,99.5676549664131,82.76658510618033,120.96453693900764,147.8219121228146,68.91986675141543,107.4210039136329
3251,107.4343871114584,79.57588719747392,90.64117853120756,112.32022537293227,112.73276791042495,109.06696300272591,139.5956128078313,133.28992827029035,92.46345885799494,91.65265587446046,102.71505562477648,146.64158425519983,96.84577663455309,120.4753561148247,65.42334960285027,99.17294910604299,96.08967841898206,108.6812147136273,89.58456472856219,100.06828920123738,82.74647549722393,120.88986142962888,147.11267043533525,69.26401537589186,108.07305868268917
3252,108.06295551027941,80.09627377334195,91.16459141937946,112.2761376739928,113.42852334043586,107.65617924561064,141.06558953076265,133.6468399350142,92.58405852698573,92.18702811086992,103.08568741976718,148.20777836913598,97.6598060594687,120.55191056796045,65.71728819637616,99.62457660497854,96.65880399625527,109.44697719428454,90.21859286332727,100.49308268366927,82.70603224732605,121.06742019198403,147.83776138673554,69.62856819353934,108.6850708140846
3253,108.0302191606588,80.11260082794531,91.28520344751253,112.26799135870597,113.2313728816465,108.02832381508622,140.90840658981102,133.13703904795932,92.7369968927498,91.99905199231766,102.99427809803241,147.98832628928554,97.74331155937655,120.27124820113688,65.43279213713011,99.60364667510395,97.40195769060236,109.52667964275315,89.51253062764998,100.58126256559102,82.07186478141065,120.6839537884132,148.045290468093,69.17046664049002,108.58541819069836
3254,108.07908906601774,79.88870231940325,91.0303448266435,112.25332455851702,113.28726750144833,107.90857443237817,141.936301507017,133.34517348985253,92.90535925146844,91.75569625853298,102.93248978863288,148.1245378576544,98.06118545853059,120.16068891499621,65.46571512597903,99.59037606105927,97.5701879823756,109.34631222484411,89.73079654844273,100.55179970259626,82.13261166878667,119.99334464171234,148.58955981155387,69.2360681101221,108.78773752950792
3255,107.60956036880133,79.57344066066041,90.68633570462225,112.19087626475505,114.30676355224476,107.96218636788686,142.37779183644165,133.1855964156045,92.99157484799915,92.3403148211958,103.0779348105815,148.81426644329824,97.94491175662905,120.94282488259255,65.41337185506238,99.28569536739684,97.27229145599618,109.50660907334006,90.13049987579802,100.83424041719749,81.77694059432231,119.82265780499202,149.8853978135213,69.59539491875572,109.79200738331656
3256,107.6694947935514,79.49064835164351,90.67402779627065,112.2017649785842,114.07197617383598,107.99871106421666,142.7151952328753,133.75665753036535,93.21255422682842,92.09958226496971,103.3259610490513,147.76156624126764,97.99318692130379,121.15502521949216,65.24311505549953,99.66032527362387,97.72947221478412,109.337585456786,90.1928474365837,101.03422627990865,82.16458030991969,119.79066949162895,149.3139795670036,69.36765062842878,110.00747856512113
3257,107.76297242962961,79.74296025483659,91.31336045375222,112.27157435629378,114.22664764925133,108.45596436534356,143.18438967592135,134.14271751782775,93.72321029987204,92.02508376349525,103.61859383946684,148.3614870347552,98.21080053036593,119.49101613914667,64.80050989677704,100.19092422345774,98.07804435753965,109.79149936308055,91.01175383667015,100.81685567864213,82.5689617060889,120.32547845207641,150.29494912230197,69.51569416713583,110.8546750513057
3258,107.80170286727633,79.79896186046187,91.37109448300433,112.14233868570489,114.06290900460155,108.83353024819677,143.1848469725378,134.3155095619349,94.00751572032986,91.6369838570933,103.6381318808678,147.18030384321756,98.47888100358668,119.79410481590367,64.72140656794058,100.24766183284233,98.77336563376218,109.46067014928688,90.75970636562087,100.260743191444,82.29966342523794,118.72877417131375,150.5573085325057,69.48054996542551,111.44010944425416
3259,107.59513115170185,79.97353583893148,91.54984044540383,111.77698655561613,113.7914771458302,108.69007034810198,143.10823348752058,134.54946080648284,94.05849195811882,91.79868075823018,104.3398949622071,147.3621297331984,98.7496251041724,120.14653590229214,64.99993483783638,100.27680380569522,99.04576487231901,109.49510916843398,90.50025238722372,100.17376175613805,82.25382289948082,118.47166862976395,151.3744953468479,69.64616966607298,111.48094249038702
3260,107.72046074897126,79.43163321382416,91.5435193686716,110.89847335960397,113.78113931563406,108.28810875641412,145.5361177379263,134.6877668921969,94.00756843298076,91.67936956658313,104.85185289948093,146.6644336098104,99.00950966892391,119.40134701900178,65.05816660422674,100.24113790621884,98.72226851735999,109.48047005327648,90.38897614281727,99.89175703285481,82.15101874054456,118.66588000619242,151.44198404683956,69.75527772495693,111.3945578328629
3261,108.05978244151268,79.2978639166179,91.65098766064663,110.67220017906273,113.19627441584811,108.86046264218751,145.14740457638763,134.738721354868,94.39711888891283,91.31097952649407,104.76322453014629,146.73655101780122,99.34250754416762,119.1870170190365,64.91012740235264,100.16047645114327,98.30081913359989,109.2083156191295,90.63628265576475,99.71322956174714,81.88334244376836,118.43492039803009,150.32562819088741,69.81370082033347,111.3947249165231
3262,108.20997799871624,79.28365731616798,91.89858082968081,110.72403548560911,113.13740038799077,108.78983313340622,145.6597501798463,135.1785685363185,94.44542621587982,91.34516228858749,104.62605686058065,147.04306964169822,99.34596145214005,119.29413930416064,65.29861883716818,100.43428142831786,98.24832481457652,108.94553018188162,90.88175021345053,100.25770254076431,81.81845124223774,118.62904378672104,151.95835120117022,69.69730761758461,111.85841034369918
3263,108.31784410747258,79.38463177767831,91.80947537276384,110.71899407400161,113.15676522129681,108.4309912625973,145.62669674280335,135.4457816483597,94.08286809410934,91.44349863558068,104.37094210582407,147.25630739718991,99.42704559260696,119.3417644721567,66.0143225126678,100.44295661950862,98.28756822654688,108.65193825582864,91.40881211899143,100.05434352802249,81.79380754658868,118.75190542658063,151.99874506538086,69.70975351316025,112.33845485908131
3264,108.70563965081617,79.35268017793508,91.9255849591056,111.29248692543825,113.182412414635,108.40573329037572,146.21509329773295,135.3368482208061,93.97509649143583,91.97366484503675,104.51471792769293,147.2079849994794,99.86131404864676,119.51120344859534,65.75637651587316,100.35781472893038,98.69717882589819,109.01721600635035,91.56441362770624,100.86671520166936,81.71149730275901,118.75750039393729,152.6676006155454,69.7858940413069,112.27384812200425
3265,108.31370576339135,79.37554717916197,91.90819602530593,111.69051705687387,113.04191868876691,107.45135732615566,146.3841906509382,135.48762938790074,93.88610838212644,91.52487232715261,104.61189412085281,146.5489844535496,100.01858470306989,118.91870996435948,65.73349858299012,100.4614794700022,98.96178516187716,108.63365292461285,91.45294665472395,100.42888440770794,81.79692494488553,119.12370843079829,152.4239975377768,69.6411445570602,111.94922580595696
3266,109.51525229414055,78.95947457043673,92.04660010920357,112.31413010729008,113.66484018344521,107.10960870309513,146.7087929660149,135.23135522543143,93.7655065966067,91.65335682474878,104.62787042179158,146.6232195572852,100.13317818136699,118.65246084804552,65.69352265994225,100.57532281094163,98.73140794429496,108.76442849955686,91.79560649949892,100.4094735786075,82.33325378486335,119.44805818143159,153.33559783257155,69.60927273856626,112.04779314844971
3267,109.64378908769567,79.22960825634318,91.71502836463124,112.44894468838503,113.41760113745575,106.64211838429618,146.56466358843443,134.83234661610592,93.82875000634183,91.26893696734199,104.53840944429005,145.98781934200272,99.08495655830129,118.53347354422179,65.48716611832901,100.6217587776278,98.83107486719301,108.64968450402799,91.19513624007665,100.21741126523074,82.34319510739196,119.52217609523014,153.40847054183055,69.24222881517579,112.32621352678599
3268,109.37071167577898,78.95617995409117,91.57974042405361,112.12013777795009,113.1910983681187,106.24869756323895,146.6322407154223,134.8962736873272,93.57413726104856,91.18996751371081,104.09781183337387,145.61098735900413,99.0386155490064,118.2564165632286,65.36213758906995,100.49036763575715,98.85746484797446,108.6131540057584,90.76601713091692,99.84116277684033,82.18175882401552,119.17166788512401,152.6507862999906,69.35443235956542,112.14834951753893
3269,109.67661965048937,79.15224130428136,91.70797242257487,112.18718605958188,113.446804299146,106.20374984102858,146.32199289318717,135.34353724099574,93.88845965092557,91.37180501824649,104.25966051674585,145.7190671889652,99.77875287909558,118.19644557428839,65.65813832904264,100.6596589468373,98.89852637052408,108.45406384701405,90.35940172965661,99.89526825882777,81.80191865496911,119.65249596739235,153.1852086773814,69.43921114316842,112.57183425498769
3270,109.91294693903447,79.13749223904959,92.18678893433508,112.61805893116706,114.29255849535119,107.0983051879861,145.71076670794585,135.4523570026734,94.23457624012259,92.0091322719437,104.41076359393935,145.58397678352853,100.3868142087679,118.41412869945391,65.72728743915187,101.07068891637097,98.69184065558184,108.7643873396871,90.25409438926626,100.23754016054818,81.66748455294884,120.49337277486703,153.66793229478537,69.83942297869663,113.2883080031792
3271,109.92423146599899,79.539447949972,92.1706800406468,112.59431192310589,114.0652605802565,107.14690996570623,146.0315625494456,135.77057401028998,93.9655113617468,91.84893038840968,104.27898500116268,143.87045040554352,100.72716758596779,118.34036260382419,65.5249192941567,101.18017843662207,98.98223899690554,108.69465954770641,90.27705445003959,99.89628074162377,81.73468227815414,119.96413493650373,153.9610301542739,69.67457834816423,113.12738494311142
3272,109.66454609631498,79.21633225743086,91.97817493288568,112.69284661468463,114.22821881549656,107.6499086278531,145.4995581217804,135.4861075621018,94.22888906028702,91.91913957832597,104.2585879758576,143.96528063349166,100.5529233500238,118.6038453874572,65.39524508078433,101.18061033389321,98.86464324162876,108.58154133917814,90.64648302217088,99.87164068335227,81.62409765492869,120.1154047942133,153.00549218200894,69.65164369645596,113.1619761900155
3273,109.67063519955921,79.07115330622942,91.946152358255,112.62217725172297,114.0805928871977,107.58281016349095,145.67278030026975,135.29179996205755,94.36040465078977,92.16386818030726,104.25421607541533,143.121093108384,100.5493539517552,118.71456602576664,65.47561141374996,101.24448238881286,98.61790025448279,108.21932266744508,91.54367333782739,99.75908918043775,81.98858358507579,120.14422137879647,152.9169475245252,70.00712238875538,113.05394528939141
3274,109.73036101061727,78.77252743708348,91.93154668930343,112.64288299998913,114.00963140471066,107.9788702178418,145.5845025540188,135.39564436566968,94.48715750358082,92.46916475398385,104.2059466409299,143.31883071618756,100.37085513158635,118.68616916467538,65.49114038666423,101.09902141559475,98.94460564042555,108.19355037414478,92.02037187398248,99.68692169447716,81.77908281292318,120.33877394006555,152.95130192904472,70.04321863051977,112.80895929563853
3275,109.83797228865303,78.86660297200666,91.95515729500978,112.74909802293753,114.18346268176349,108.24367408465598,145.30094493846713,135.65335923872888,94.41455479546597,92.55887471420057,104.33043816436017,143.77577333758842,100.46047956434018,118.11992167036723,65.44103588096338,101.12230808726812,98.7980807306027,108.29965029226106,92.21334392813948,100.63096960933352,80.96740364658817,120.35776474820702,151.8641525281198,70.15355916200262,113.44199902257303
3276,109.39884066615208,79.32060723438728,92.2043223769541,112.76138501271076,113.9491977683255,108.43940728643139,145.69600849108636,135.671599903142,94.45602663847708,92.8556418664235,103.9498349076994,144.21802240191275,100.67561906238913,118.0903809247873,65.65208650644969,101.33687911294469,98.65087622928205,108.48525570465527,92.30554647258475,100.70322153490811,81.70473934461886,120.33037177885339,151.86236771429645,70.60499455938134,113.59685977773252
3277,109.21275818902357,79.14427040166966,92.15120020158658,112.5381064442593,113.77131060815273,108.53069037850072,145.7741581603958,135.11208825257276,94.71638734317807,92.89640709852647,104.03779137240652,143.85082695001043,100.23967508199974,118.34398116005785,65.48899432097188,101.27528424168227,98.63297365385876,108.22878019293479,92.4134438246349,100.63582438514861,81.4523163532362,119.83276871354542,151.03216851312362,70.52532402606337,113.32236775484434
3278,109.13859916746222,78.60794689308882,91.85293849125419,112.6984366127359,113.51312407724551,107.97604447225984,146.347468177546,135.3988144523973,94.65379098912827,92.38714436744513,104.58159074834589,143.97518369817544,100.24147604992966,118.39916122521497,65.40651657969248,101.28313398116045,98.41647314699787,108.09950475187193,91.95047655825513,100.87351020520705,81.4209106591813,120.46342835537429,150.91331248105033,70.22659531356837,113.13815532801979
3279,108.78123513735864,78.37470576382445,91.67163441236066,112.51349246050614,112.93900859676195,107.49140307498897,145.90770586140354,135.34632119230625,94.38682141786336,91.74816664113727,104.48016015844125,143.45903629245245,99.98011033452589,117.82986655685677,65.66073456916232,101.25322436556255,98.0121261570176,107.63693215009239,91.63574976067306,100.48588936792333,80.76881012254132,120.0660914156363,151.12089941654088,69.66388891648647,112.62272887439052
3280,108.52151803197535,78.39776136936082,91.48812787631937,112.03700806605607,113.128332692982,107.83303567888991,145.68049343240634,134.85082586442564,94.3031380449446,91.90138625603404,104.6845920069103,143.5957513265572,99.86874126155553,117.77088041724907,65.90289362039103,101.14388414264208,98.0306624117548,107.55608574284845,91.16143655295771,100.81243730017822,80.88084679860607,120.15725024984853,150.98592385502332,69.68616175443634,112.48449396069337
3281,107.35045230951312,78.11345056627184,91.5186703256159,111.65446431639863,113.04259617985376,107.56547733360631,145.3765260954846,134.36101839546583,94.27080259996671,92.08193900654219,104.13672155388224,143.38639355599582,99.93271990485961,117.5723790850142,66.03891148553353,100.82369615085834,97.88297964712602,108.07679333357588,91.55939896913199,100.57843794622718,81.0245394210437,120.2035278092538,151.31146340044822,69.69504602693056,112.20879566452383
3282,107.1099481343691,78.10024685554436,91.50985328183974,112.37042115872558,113.22138562708342,108.5911744801798,145.9099256271289,134.61172134039882,94.52662314614321,92.5214581559142,104.3451708948412,143.09247716248066,100.0421302374358,117.49198544676443,66.42596706481191,100.92670214072622,98.08071956838359,108.50750466746413,91.70995188637639,100.91239542341789,80.7258771354878,120.58188145049961,151.05649516488376,70.1488052133355,112.45271359539694
3283,107.6271860449481,77.6176651757323,91.67077098793831,112.70587549174697,112.78152273274318,108.8242606576991,145.86406607019907,134.9173265210055,95.08137549636267,92.07891948574922,104.68772056674642,143.1588030154608,100.39030423716366,117.43558348371768,66.7409817342303,100.91697661920705,98.00682185161868,108.42763749660281,91.96961361451537,101.1220918297696,80.99018836069959,120.35118499559064,151.2570904720407,70.22233187517672,112.58221860112205
