message_index,symbol,side,px,dq
684507,A,BUY,1233,-140
684509,A,SELL,1249,-140
684511,A,BUY,1232,-162
684513,A,SELL,1250,-162
684515,A,BUY,1231,-184
684517,A,SELL,1251,-184
684519,A,BUY,1230,-206
684521,A,SELL,1252,-206
684890,A,BUY,1251,52
684897,A,SELL,1259,52
684905,A,BUY,1250,74
684909,A,SELL,1260,74
684914,A,BUY,1249,96
684925,A,SELL,1261,96
684927,A,BUY,1248,118
684928,A,SELL,1262,118
684931,A,BUY,1247,140
684933,A,SELL,1263,140
684938,A,BUY,1246,162
684949,A,SELL,1264,162
684952,A,BUY,1245,184
684969,A,SELL,1265,184
684974,A,BUY,1244,206
684977,A,SELL,1266,206
684978,A,BUY,1243,228
684979,A,SELL,1267,228
684980,A,BUY,1229,-228
684982,A,SELL,1253,-228
684985,A,SELL,1253,-52
684987,A,BUY,1244,-74
684989,A,SELL,1254,-74
684991,A,BUY,1243,-96
684993,A,SELL,1255,-96
684995,A,BUY,1242,-118
684997,A,SELL,1256,-118
684999,A,BUY,1241,-140
685001,A,SELL,1257,-140
685003,A,BUY,1240,-162
685005,A,SELL,1258,-162
685007,A,BUY,1239,-184
685009,A,SELL,1259,-184
685011,A,BUY,1238,-206
685013,A,SELL,1260,-206
685365,A,BUY,1256,52
685370,A,SELL,1264,52
685383,A,BUY,1255,74
685394,A,SELL,1265,74
685398,A,BUY,1254,96
685421,A,SELL,1266,96
685428,A,BUY,1253,118
685437,A,SELL,1267,118
685442,A,BUY,1252,140
685443,A,SELL,1268,140
685444,A,BUY,1251,162
685445,A,SELL,1269,162
685446,A,BUY,1250,184
685447,A,SELL,1270,184
685448,A,BUY,1249,206
685449,A,SELL,1271,206
685450,A,BUY,1248,228
685451,A,SELL,1272,228
685452,A,BUY,1237,-228
685454,A,SELL,1261,-228
685456,A,BUY,1251,-52
685458,A,SELL,1259,-52
685460,A,BUY,1250,-74
685462,A,SELL,1260,-74
685464,A,BUY,1249,-96
685466,A,SELL,1261,-96
685468,A,BUY,1248,-118
685470,A,SELL,1262,-118
685472,A,BUY,1247,-140
685474,A,SELL,1263,-140
685476,A,BUY,1246,-162
685478,A,SELL,1264,-162
685480,A,BUY,1245,-184
685482,A,SELL,1265,-184
685484,A,BUY,1244,-206
685486,A,SELL,1266,-206
685838,A,BUY,1263,52
685841,A,SELL,1271,52
685858,A,BUY,1262,74
685859,A,SELL,1272,74
685865,A,BUY,1261,96
685869,A,SELL,1273,96
685874,A,BUY,1260,118
685905,A,SELL,1274,118
685906,A,BUY,1259,140
685907,A,SELL,1275,140
685920,A,BUY,1258,162
685921,A,SELL,1276,162
685922,A,BUY,1257,184
685923,A,SELL,1277,184
685924,A,BUY,1256,206
685925,A,SELL,1278,206
685926,A,BUY,1255,228
685927,A,SELL,1279,228
685928,A,BUY,1243,-228
685930,A,SELL,1267,-228
685932,A,BUY,1256,-52
685934,A,SELL,1264,-52
685936,A,BUY,1255,-74
685938,A,SELL,1265,-74
685940,A,BUY,1254,-96
685942,A,SELL,1266,-96
685944,A,BUY,1253,-118
685946,A,SELL,1267,-118
685948,A,BUY,1252,-140
685950,A,SELL,1268,-140
685952,A,BUY,1251,-162
685954,A,SELL,1269,-162
685956,A,BUY,1250,-184
685958,A,SELL,1270,-184
685960,A,BUY,1249,-206
685962,A,SELL,1271,-206
686326,A,BUY,1271,52
686331,A,BUY,1271,-52
686332,A,SELL,1271,-52
686339,A,SELL,1279,52
686351,A,BUY,1270,74
686355,A,SELL,1280,74
686360,A,BUY,1269,96
686362,A,SELL,1281,96
686377,A,BUY,1268,118
686382,A,SELL,1282,118
686383,A,BUY,1267,140
686402,A,SELL,1283,140
686403,A,BUY,1266,162
686404,A,SELL,1284,162
686405,A,BUY,1265,184
686406,A,SELL,1285,184
686407,A,BUY,1264,206
686408,A,SELL,1286,206
686409,A,BUY,1263,228
686410,A,SELL,1287,228
686411,A,BUY,1248,-228
686413,A,SELL,1272,-228
686415,A,BUY,1263,-52
686418,A,BUY,1262,-74
686420,A,SELL,1272,-74
686422,A,BUY,1261,-96
686424,A,SELL,1273,-96
686426,A,BUY,1260,-118
686428,A,SELL,1274,-118
686430,A,BUY,1259,-140
686432,A,SELL,1275,-140
686434,A,BUY,1258,-162
686436,A,SELL,1276,-162
686438,A,BUY,1257,-184
686440,A,SELL,1277,-184
686442,A,BUY,1256,-206
686444,A,SELL,1278,-206
686802,A,BUY,1278,52
686803,A,SELL,1286,52
686806,A,BUY,1277,74
686819,A,SELL,1287,74
686828,A,BUY,1276,96
686833,A,SELL,1288,96
686847,A,BUY,1275,118
686862,A,SELL,1289,118
686863,A,BUY,1274,140
686864,A,SELL,1290,140
686867,A,BUY,1273,162
686870,A,SELL,1291,162
686877,A,BUY,1272,184
686878,A,SELL,1292,184
686883,A,BUY,1271,206
686884,A,SELL,1293,206
686885,A,BUY,1270,228
686886,A,SELL,1294,228
686887,A,BUY,1255,-228
686889,A,SELL,1279,-228
686892,A,SELL,1279,-52
686894,A,BUY,1270,-74
686896,A,SELL,1280,-74
686898,A,BUY,1269,-96
686900,A,SELL,1281,-96
686902,A,BUY,1268,-118
686904,A,SELL,1282,-118
686906,A,BUY,1267,-140
686908,A,SELL,1283,-140
686910,A,BUY,1266,-162
686912,A,SELL,1284,-162
686914,A,BUY,1265,-184
686916,A,SELL,1285,-184
686918,A,BUY,1264,-206
686920,A,SELL,1286,-206
687294,A,BUY,1280,52
687298,A,SELL,1288,52
687299,A,BUY,1279,74
687304,A,SELL,1289,74
687317,A,BUY,1278,96
687325,A,SELL,1290,96
687326,A,BUY,1277,118
687330,A,SELL,1291,118
687337,A,BUY,1276,140
687347,A,SELL,1292,140
687362,A,BUY,1275,162
687375,A,SELL,1293,162
687378,A,BUY,1274,184
687379,A,SELL,1294,184
687380,A,BUY,1273,206
687381,A,SELL,1295,206
687382,A,BUY,1272,228
687383,A,SELL,1296,228
687384,A,BUY,1263,-228
687386,A,SELL,1287,-228
687388,A,BUY,1278,-52
687390,A,SELL,1286,-52
687392,A,BUY,1277,-74
687394,A,SELL,1287,-74
687396,A,BUY,1276,-96
687398,A,SELL,1288,-96
687400,A,BUY,1275,-118
687402,A,SELL,1289,-118
687404,A,BUY,1274,-140
687406,A,SELL,1290,-140
687408,A,BUY,1273,-162
687410,A,SELL,1291,-162
687412,A,BUY,1272,-184
687414,A,SELL,1292,-184
687416,A,BUY,1271,-206
687418,A,SELL,1293,-206
687793,A,BUY,1288,52
687798,A,BUY,1288,-52
687799,A,SELL,1288,-52
687802,A,SELL,1296,52
687820,A,BUY,1287,74
687839,A,SELL,1297,74
687844,A,BUY,1286,96
687871,A,SELL,1298,96
687874,A,BUY,1285,118
687875,A,SELL,1299,118
687876,A,BUY,1284,140
687877,A,SELL,1300,140
687878,A,BUY,1283,162
687879,A,SELL,1301,162
687880,A,BUY,1282,184
687881,A,SELL,1302,184
687882,A,BUY,1281,206
687883,A,SELL,1303,206
687884,A,BUY,1280,228
687885,A,SELL,1304,228
687886,A,BUY,1270,-228
687888,A,SELL,1294,-228
687890,A,BUY,1280,-52
687893,A,BUY,1279,-74
687895,A,SELL,1289,-74
687897,A,BUY,1278,-96
687899,A,SELL,1290,-96
687901,A,BUY,1277,-118
687903,A,SELL,1291,-118
687905,A,BUY,1276,-140
687907,A,SELL,1292,-140
687909,A,BUY,1275,-162
687911,A,SELL,1293,-162
687913,A,BUY,1274,-184
687915,A,SELL,1294,-184
687917,A,BUY,1273,-206
687919,A,SELL,1295,-206
688294,A,BUY,1296,52
688299,A,BUY,1296,-52
688300,A,SELL,1296,-52
688303,A,SELL,1304,52
688305,A,BUY,1295,74
688309,A,SELL,1305,74
688321,A,BUY,1294,96
688328,A,SELL,1306,96
688331,A,BUY,1293,118
688332,A,SELL,1307,118
688343,A,BUY,1292,140
688356,A,SELL,1308,140
688357,A,BUY,1291,162
688358,A,SELL,1309,162
688359,A,BUY,1290,184
688360,A,SELL,1310,184
688361,A,BUY,1289,206
688362,A,SELL,1311,206
688363,A,BUY,1288,228
688364,A,SELL,1312,228
688365,A,BUY,1272,-228
688367,A,SELL,1296,-176
688370,A,SELL,1296,-52
688372,A,BUY,1287,-74
688374,A,SELL,1297,-74
688376,A,BUY,1286,-96
688378,A,SELL,1298,-96
688380,A,BUY,1285,-118
688382,A,SELL,1299,-118
688384,A,BUY,1284,-140
688386,A,SELL,1300,-140
688388,A,BUY,1283,-162
688390,A,SELL,1301,-162
688392,A,BUY,1282,-184
688394,A,SELL,1302,-184
688396,A,BUY,1281,-206
688398,A,SELL,1303,-206
688751,A,BUY,1304,52
688756,A,BUY,1304,-52
688757,A,SELL,1304,-52
688759,A,SELL,1312,52
688762,A,BUY,1303,74
688777,A,SELL,1313,74
688782,A,BUY,1302,96
688785,A,SELL,1314,96
688813,A,BUY,1301,118
688816,A,SELL,1315,118
688823,A,BUY,1300,140
688830,A,SELL,1316,140
688839,A,BUY,1299,162
688840,A,SELL,1317,162
688841,A,BUY,1298,184
688842,A,SELL,1318,184
688843,A,BUY,1297,206
688844,A,SELL,1319,206
688845,A,BUY,1296,228
688846,A,SELL,1320,228
688847,A,BUY,1280,-228
688849,A,SELL,1304,-176
688852,A,SELL,1304,-52
688854,A,BUY,1295,-74
688856,A,SELL,1305,-74
688858,A,BUY,1294,-96
688860,A,SELL,1306,-96
688862,A,BUY,1293,-118
688864,A,SELL,1307,-118
688866,A,BUY,1292,-140
688868,A,SELL,1308,-140
688870,A,BUY,1291,-162
688872,A,SELL,1309,-162
688874,A,BUY,1290,-184
688876,A,SELL,1310,-184
688878,A,BUY,1289,-206
688880,A,SELL,1311,-206
689238,A,BUY,1307,52
689242,A,SELL,1315,52
689246,A,BUY,1306,74
689250,A,SELL,1316,74
689258,A,BUY,1305,96
689259,A,SELL,1317,96
689260,A,BUY,1304,118
689266,A,SELL,1318,118
689276,A,BUY,1303,140
689277,A,SELL,1319,140
689284,A,BUY,1302,162
689307,A,SELL,1320,162
689322,A,BUY,1301,184
689323,A,SELL,1321,184
689324,A,BUY,1300,206
689325,A,SELL,1322,206
689326,A,BUY,1299,228
689327,A,SELL,1323,228
689328,A,BUY,1288,-228
689330,A,SELL,1312,-228
689333,A,SELL,1312,-52
689335,A,BUY,1303,-74
689337,A,SELL,1313,-74
689339,A,BUY,1302,-96
689341,A,SELL,1314,-96
689343,A,BUY,1301,-118
689345,A,SELL,1315,-118
689347,A,BUY,1300,-140
689349,A,SELL,1316,-140
689351,A,BUY,1299,-162
689353,A,SELL,1317,-162
689355,A,BUY,1298,-184
689357,A,SELL,1318,-184
689359,A,BUY,1297,-206
689361,A,SELL,1319,-206
689719,A,BUY,1306,52
689730,A,SELL,1314,52
689738,A,BUY,1305,74
689739,A,SELL,1315,74
689747,A,BUY,1304,96
689751,A,SELL,1316,96
689753,A,BUY,1303,118
689755,A,SELL,1317,118
689759,A,BUY,1302,140
689760,A,SELL,1318,140
689769,A,BUY,1301,162
689770,A,SELL,1319,162
689787,A,BUY,1300,184
689792,A,SELL,1320,184
689799,A,BUY,1299,206
689800,A,SELL,1321,206
689801,A,BUY,1298,228
689802,A,SELL,1322,228
689803,A,BUY,1296,-228
689805,A,SELL,1320,-228
689807,A,BUY,1307,-52
689809,A,SELL,1315,-52
689811,A,BUY,1306,-74
689813,A,SELL,1316,-74
689815,A,BUY,1305,-96
689817,A,SELL,1317,-96
689819,A,BUY,1304,-118
689821,A,SELL,1318,-118
689823,A,BUY,1303,-140
689825,A,SELL,1319,-140
689827,A,BUY,1302,-162
689829,A,SELL,1320,-162
689831,A,BUY,1301,-184
689833,A,SELL,1321,-184
689835,A,BUY,1300,-206
689837,A,SELL,1322,-206
690191,A,BUY,1304,52
690192,A,SELL,1312,52
690204,A,BUY,1303,74
690209,A,SELL,1313,74
690220,A,BUY,1302,96
690226,A,SELL,1314,96
690236,A,BUY,1301,118
690247,A,SELL,1315,118
690266,A,BUY,1300,140
690271,A,SELL,1316,140
690272,A,BUY,1299,162
690273,A,SELL,1317,162
690274,A,BUY,1298,184
690275,A,SELL,1318,184
690276,A,BUY,1297,206
690277,A,SELL,1319,206
690278,A,BUY,1296,228
690279,A,SELL,1320,228
690280,A,BUY,1299,-228
690282,A,SELL,1323,-228
690284,A,BUY,1306,-52
690286,A,SELL,1314,-52
690288,A,BUY,1305,-74
690290,A,SELL,1315,-74
690292,A,BUY,1304,-96
690294,A,SELL,1316,-96
690296,A,BUY,1303,-118
690298,A,SELL,1317,-118
690300,A,BUY,1302,-140
690302,A,SELL,1318,-140
690304,A,BUY,1301,-162
690306,A,SELL,1319,-162
690308,A,BUY,1300,-184
690310,A,SELL,1320,-184
690312,A,BUY,1299,-206
690314,A,SELL,1321,-206
690686,A,BUY,1305,52
690687,A,SELL,1313,52
690688,A,BUY,1304,74
690698,A,SELL,1314,74
690703,A,BUY,1303,96
690711,A,SELL,1315,96
690714,A,BUY,1302,118
690716,A,SELL,1316,118
690723,A,BUY,1301,140
690726,A,SELL,1317,140
690729,A,BUY,1300,162
690750,A,SELL,1318,162
690757,A,BUY,1299,184
690766,A,SELL,1319,184
690767,A,BUY,1298,206
690768,A,SELL,1320,206
690769,A,BUY,1297,228
690770,A,SELL,1321,228
690771,A,BUY,1298,-228
690773,A,SELL,1322,-228
690775,A,BUY,1304,-52
690777,A,SELL,1312,-52
690779,A,BUY,1303,-74
690781,A,SELL,1313,-74
690783,A,BUY,1302,-96
690785,A,SELL,1314,-96
690787,A,BUY,1301,-118
690789,A,SELL,1315,-118
690791,A,BUY,1300,-140
690793,A,SELL,1316,-140
690795,A,BUY,1299,-162
690797,A,SELL,1317,-162
690799,A,BUY,1298,-184
690801,A,SELL,1318,-184
690803,A,BUY,1297,-206
690805,A,SELL,1319,-206
691159,A,BUY,1305,52
691160,A,SELL,1313,52
691161,A,BUY,1304,74
691165,A,SELL,1314,74
691171,A,BUY,1303,96
691192,A,SELL,1315,96
691196,A,BUY,1302,118
691210,A,SELL,1316,118
691219,A,BUY,1301,140
691226,A,SELL,1317,140
691239,A,BUY,1300,162
691240,A,SELL,1318,162
691241,A,BUY,1299,184
691242,A,SELL,1319,184
691243,A,BUY,1298,206
691244,A,SELL,1320,206
691245,A,BUY,1297,228
691246,A,SELL,1321,228
691247,A,BUY,1296,-228
691249,A,SELL,1320,-228
691251,A,BUY,1305,-52
691253,A,SELL,1313,-52
691255,A,BUY,1304,-74
691257,A,SELL,1314,-74
691259,A,BUY,1303,-96
691261,A,SELL,1315,-96
691263,A,BUY,1302,-118
691265,A,SELL,1316,-118
691267,A,BUY,1301,-140
691269,A,SELL,1317,-140
691271,A,BUY,1300,-162
691273,A,SELL,1318,-162
691275,A,BUY,1299,-184
691277,A,SELL,1319,-184
691279,A,BUY,1298,-206
691281,A,SELL,1320,-206
691633,A,BUY,1302,52
691649,A,SELL,1310,52
691662,A,BUY,1301,74
691670,A,SELL,1311,74
691680,A,BUY,1300,96
691687,A,SELL,1312,96
691706,A,BUY,1299,118
691711,A,SELL,1313,118
691712,A,BUY,1298,140
691713,A,SELL,1314,140
691714,A,BUY,1297,162
691715,A,SELL,1315,162
691716,A,BUY,1296,184
691717,A,SELL,1316,184
691718,A,BUY,1295,206
691719,A,SELL,1317,206
691720,A,BUY,1294,228
691721,A,SELL,1318,228
691722,A,BUY,1297,-228
691724,A,SELL,1321,-228
691726,A,BUY,1305,-52
691728,A,SELL,1313,-52
691730,A,BUY,1304,-74
691732,A,SELL,1314,-74
691734,A,BUY,1303,-96
691736,A,SELL,1315,-96
691738,A,BUY,1302,-118
691740,A,SELL,1316,-118
691742,A,BUY,1301,-140
691744,A,SELL,1317,-140
691746,A,BUY,1300,-162
691748,A,SELL,1318,-162
691750,A,BUY,1299,-184
691752,A,SELL,1319,-184
691754,A,BUY,1298,-206
691756,A,SELL,1320,-206
692122,A,BUY,1303,52
692124,A,SELL,1311,52
692126,A,BUY,1302,74
692136,A,SELL,1312,74
692139,A,BUY,1301,96
692141,A,SELL,1313,96
692147,A,BUY,1300,118
692161,A,SELL,1314,118
692162,A,BUY,1299,140
692163,A,SELL,1315,140
692170,A,BUY,1298,162
692173,A,SELL,1316,162
692190,A,BUY,1297,184
692195,A,SELL,1317,184
692198,A,BUY,1296,206
692199,A,SELL,1318,206
692200,A,BUY,1295,228
692201,A,SELL,1319,228
692202,A,BUY,1297,-228
692204,A,SELL,1321,-228
692206,A,BUY,1302,-52
692208,A,SELL,1310,-52
692210,A,BUY,1301,-74
692212,A,SELL,1311,-74
692214,A,BUY,1300,-96
692216,A,SELL,1312,-96
692218,A,BUY,1299,-118
692220,A,SELL,1313,-118
692222,A,BUY,1298,-140
692224,A,SELL,1314,-140
692226,A,BUY,1297,-162
692228,A,SELL,1315,-162
692230,A,BUY,1296,-184
692232,A,SELL,1316,-184
692234,A,BUY,1295,-206
692236,A,SELL,1317,-206
692597,A,BUY,1306,52
692599,A,SELL,1314,52
692603,A,BUY,1305,74
692607,A,SELL,1315,74
692617,A,BUY,1304,96
692622,A,SELL,1316,96
692649,A,BUY,1303,118
692652,A,SELL,1317,118
692677,A,BUY,1302,140
692678,A,SELL,1318,140
692679,A,BUY,1301,162
692680,A,SELL,1319,162
692681,A,BUY,1300,184
692682,A,SELL,1320,184
692683,A,BUY,1299,206
692684,A,SELL,1321,206
692685,A,BUY,1298,228
692686,A,SELL,1322,228
692687,A,BUY,1294,-228
692689,A,SELL,1318,-228
692691,A,BUY,1303,-52
692693,A,SELL,1311,-52
692695,A,BUY,1302,-74
692697,A,SELL,1312,-74
692699,A,BUY,1301,-96
692701,A,SELL,1313,-96
692703,A,BUY,1300,-118
692705,A,SELL,1314,-118
692707,A,BUY,1299,-140
692709,A,SELL,1315,-140
692711,A,BUY,1298,-162
692713,A,SELL,1316,-162
692715,A,BUY,1297,-184
692717,A,SELL,1317,-184
692719,A,BUY,1296,-206
692721,A,SELL,1318,-206
693085,A,BUY,1308,52
693088,A,SELL,1316,52
693089,A,BUY,1307,74
693094,A,SELL,1317,74
693096,A,BUY,1306,96
693099,A,SELL,1318,96
693106,A,BUY,1305,118
693124,A,SELL,1319,118
693135,A,BUY,1304,140
693148,A,SELL,1320,140
693159,A,BUY,1303,162
693160,A,SELL,1321,162
693167,A,BUY,1302,184
693168,A,SELL,1322,184
693169,A,BUY,1301,206
693170,A,SELL,1323,206
693171,A,BUY,1300,228
693172,A,SELL,1324,228
693173,A,BUY,1295,-228
693175,A,SELL,1319,-228
693177,A,BUY,1306,-52
693179,A,SELL,1314,-52
693181,A,BUY,1305,-74
693183,A,SELL,1315,-74
693185,A,BUY,1304,-96
693187,A,SELL,1316,-96
693189,A,BUY,1303,-118
693191,A,SELL,1317,-118
693193,A,BUY,1302,-140
693195,A,SELL,1318,-140
693197,A,BUY,1301,-162
693199,A,SELL,1319,-162
693201,A,BUY,1300,-184
693203,A,SELL,1320,-184
693205,A,BUY,1299,-206
693207,A,SELL,1321,-206
693561,A,BUY,1308,52
693562,A,SELL,1316,52
693568,A,BUY,1307,74
693574,A,SELL,1317,74
693587,A,BUY,1306,96
693589,A,SELL,1318,96
693612,A,BUY,1305,118
693615,A,SELL,1319,118
693618,A,BUY,1304,140
693619,A,SELL,1320,140
693638,A,BUY,1303,162
693639,A,SELL,1321,162
693640,A,BUY,1302,184
693641,A,SELL,1322,184
693642,A,BUY,1301,206
693643,A,SELL,1323,206
693644,A,BUY,1300,228
693645,A,SELL,1324,228
693646,A,BUY,1298,-228
693648,A,SELL,1322,-228
693650,A,BUY,1308,-52
693652,A,SELL,1316,-52
693654,A,BUY,1307,-74
693656,A,SELL,1317,-74
693658,A,BUY,1306,-96
693660,A,SELL,1318,-96
693662,A,BUY,1305,-118
693664,A,SELL,1319,-118
693666,A,BUY,1304,-140
693668,A,SELL,1320,-140
693670,A,BUY,1303,-162
693672,A,SELL,1321,-162
693674,A,BUY,1302,-184
693676,A,SELL,1322,-184
693678,A,BUY,1301,-206
693680,A,SELL,1323,-206
694030,A,BUY,1308,52
694032,A,SELL,1316,52
694033,A,BUY,1307,74
694034,A,SELL,1317,74
694038,A,BUY,1306,96
694048,A,SELL,1318,96
694051,A,BUY,1305,118
694055,A,SELL,1319,118
694062,A,BUY,1304,140
694065,A,SELL,1320,140
694066,A,BUY,1303,162
694069,A,SELL,1321,162
694074,A,BUY,1302,184
694075,A,SELL,1322,184
694090,A,BUY,1301,206
694091,A,SELL,1323,206
694118,A,BUY,1300,228
694119,A,SELL,1324,228
694120,A,BUY,1300,-228
694122,A,SELL,1324,-228
694124,A,BUY,1308,-52
694126,A,SELL,1316,-52
694128,A,BUY,1307,-74
694130,A,SELL,1317,-74
694132,A,BUY,1306,-96
694134,A,SELL,1318,-96
694136,A,BUY,1305,-118
694138,A,SELL,1319,-118
694140,A,BUY,1304,-140
694142,A,SELL,1320,-140
694144,A,BUY,1303,-162
694146,A,SELL,1321,-162
694148,A,BUY,1302,-184
694150,A,SELL,1322,-184
694152,A,BUY,1301,-206
694154,A,SELL,1323,-206
694510,A,BUY,1308,52
694522,A,SELL,1316,52
694532,A,BUY,1307,74
694539,A,SELL,1317,74
694543,A,BUY,1306,96
694547,A,SELL,1318,96
694548,A,BUY,1305,118
694550,A,SELL,1319,118
694565,A,BUY,1304,140
694590,A,SELL,1320,140
694591,A,BUY,1303,162
694592,A,SELL,1321,162
694593,A,BUY,1302,184
694594,A,SELL,1322,184
694595,A,BUY,1301,206
694596,A,SELL,1323,206
694597,A,BUY,1300,228
694598,A,SELL,1324,228
694599,A,BUY,1300,-228
694601,A,SELL,1324,-228
694603,A,BUY,1308,-52
694605,A,SELL,1316,-52
694607,A,BUY,1307,-74
694609,A,SELL,1317,-74
694611,A,BUY,1306,-96
694613,A,SELL,1318,-96
694615,A,BUY,1305,-118
694617,A,SELL,1319,-118
694619,A,BUY,1304,-140
694621,A,SELL,1320,-140
694623,A,BUY,1303,-162
694625,A,SELL,1321,-162
694627,A,BUY,1302,-184
694629,A,SELL,1322,-184
694631,A,BUY,1301,-206
694633,A,SELL,1323,-206
695028,A,BUY,1310,52
695030,A,SELL,1318,52
695035,A,BUY,1309,74
695036,A,SELL,1319,74
695039,A,BUY,1308,96
695041,A,SELL,1320,96
695052,A,BUY,1307,118
695053,A,SELL,1321,118
695064,A,BUY,1306,140
695074,A,SELL,1322,140
695085,A,BUY,1305,162
695098,A,SELL,1323,162
695107,A,BUY,1304,184
695108,A,SELL,1324,184
695109,A,BUY,1303,206
695110,A,SELL,1325,206
695111,A,BUY,1302,228
695112,A,SELL,1326,228
695113,A,BUY,1300,-228
695115,A,SELL,1324,-228
695117,A,BUY,1308,-52
695119,A,SELL,1316,-52
695121,A,BUY,1307,-74
695123,A,SELL,1317,-74
695125,A,BUY,1306,-96
695127,A,SELL,1318,-96
695129,A,BUY,1305,-118
695131,A,SELL,1319,-118
695133,A,BUY,1304,-140
695135,A,SELL,1320,-140
695137,A,BUY,1303,-162
695139,A,SELL,1321,-162
695141,A,BUY,1302,-184
695143,A,SELL,1322,-184
695145,A,BUY,1301,-206
695147,A,SELL,1323,-206
695493,A,BUY,1311,52
695494,A,SELL,1319,52
695529,A,BUY,1310,74
695550,A,SELL,1320,74
695553,A,BUY,1309,96
695570,A,SELL,1321,96
695571,A,BUY,1308,118
695572,A,SELL,1322,118
695573,A,BUY,1307,140
695574,A,SELL,1323,140
695575,A,BUY,1306,162
695576,A,SELL,1324,162
695577,A,BUY,1305,184
695578,A,SELL,1325,184
695579,A,BUY,1304,206
695580,A,SELL,1326,206
695581,A,BUY,1303,228
695582,A,SELL,1327,228
695583,A,BUY,1300,-228
695585,A,SELL,1324,-228
695587,A,BUY,1310,-52
695589,A,SELL,1318,-52
695591,A,BUY,1309,-74
695593,A,SELL,1319,-74
695595,A,BUY,1308,-96
695597,A,SELL,1320,-96
695599,A,BUY,1307,-118
695601,A,SELL,1321,-118
695603,A,BUY,1306,-140
695605,A,SELL,1322,-140
695607,A,BUY,1305,-162
695609,A,SELL,1323,-162
695611,A,BUY,1304,-184
695613,A,SELL,1324,-184
695615,A,BUY,1303,-206
695617,A,SELL,1325,-206
695969,A,BUY,1312,52
695972,A,SELL,1320,52
695984,A,BUY,1311,74
695992,A,SELL,1321,74
695999,A,BUY,1310,96
696004,A,SELL,1322,96
696005,A,BUY,1309,118
696006,A,SELL,1323,118
696013,A,BUY,1308,140
696020,A,SELL,1324,140
696021,A,BUY,1307,162
696026,A,SELL,1325,162
696029,A,BUY,1306,184
696050,A,SELL,1326,184
696053,A,BUY,1305,206
696054,A,SELL,1327,206
696055,A,BUY,1304,228
696056,A,SELL,1328,228
696057,A,BUY,1302,-228
696059,A,SELL,1326,-228
696061,A,BUY,1311,-52
696063,A,SELL,1319,-52
696065,A,BUY,1310,-74
696067,A,SELL,1320,-74
696069,A,BUY,1309,-96
696071,A,SELL,1321,-96
696073,A,BUY,1308,-118
696075,A,SELL,1322,-118
696077,A,BUY,1307,-140
696079,A,SELL,1323,-140
696081,A,BUY,1306,-162
696083,A,SELL,1324,-162
696085,A,BUY,1305,-184
696087,A,SELL,1325,-184
696089,A,BUY,1304,-206
696091,A,SELL,1326,-206
696447,A,BUY,1313,52
696450,A,SELL,1321,52
696451,A,BUY,1312,74
696468,A,SELL,1322,74
696469,A,BUY,1311,96
696472,A,SELL,1323,96
696477,A,BUY,1310,118
696484,A,SELL,1324,118
696487,A,BUY,1309,140
696489,A,SELL,1325,140
696496,A,BUY,1308,162
696501,A,SELL,1326,162
696504,A,BUY,1307,184
696513,A,SELL,1327,184
696532,A,BUY,1306,206
696533,A,SELL,1328,206
696534,A,BUY,1305,228
696535,A,SELL,1329,228
696536,A,BUY,1303,-228
696538,A,SELL,1327,-228
696540,A,BUY,1312,-52
696542,A,SELL,1320,-52
696544,A,BUY,1311,-74
696546,A,SELL,1321,-74
696548,A,BUY,1310,-96
696550,A,SELL,1322,-96
696552,A,BUY,1309,-118
696554,A,SELL,1323,-118
696556,A,BUY,1308,-140
696558,A,SELL,1324,-140
696560,A,BUY,1307,-162
696562,A,SELL,1325,-162
696564,A,BUY,1306,-184
696566,A,SELL,1326,-184
696568,A,BUY,1305,-206
696570,A,SELL,1327,-206
696935,A,BUY,1314,52
696940,A,SELL,1322,52
696941,A,BUY,1313,74
696944,A,SELL,1323,74
696947,A,BUY,1312,96
696966,A,SELL,1324,96
696970,A,BUY,1311,118
696973,A,SELL,1325,118
696974,A,BUY,1310,140
696983,A,SELL,1326,140
696990,A,BUY,1309,162
696993,A,SELL,1327,162
696996,A,BUY,1308,184
697003,A,SELL,1328,184
697006,A,BUY,1307,206
697015,A,SELL,1329,206
697016,A,BUY,1306,228
697017,A,SELL,1330,228
697018,A,BUY,1304,-228
697020,A,SELL,1328,-228
697022,A,BUY,1313,-52
697024,A,SELL,1321,-52
697026,A,BUY,1312,-74
697028,A,SELL,1322,-74
697030,A,BUY,1311,-96
697032,A,SELL,1323,-96
697034,A,BUY,1310,-118
697036,A,SELL,1324,-118
697038,A,BUY,1309,-140
697040,A,SELL,1325,-140
697042,A,BUY,1308,-162
697044,A,SELL,1326,-162
697046,A,BUY,1307,-184
697048,A,SELL,1327,-184
697050,A,BUY,1306,-206
697052,A,SELL,1328,-206
697404,A,BUY,1316,52
697407,A,SELL,1324,52
697411,A,BUY,1315,74
697422,A,SELL,1325,74
697429,A,BUY,1314,96
697437,A,SELL,1326,96
697448,A,BUY,1313,118
697451,A,SELL,1327,118
697468,A,BUY,1312,140
697483,A,SELL,1328,140
697484,A,BUY,1311,162
697485,A,SELL,1329,162
697486,A,BUY,1310,184
697487,A,SELL,1330,184
697488,A,BUY,1309,206
697489,A,SELL,1331,206
697490,A,BUY,1308,228
697491,A,SELL,1332,228
697492,A,BUY,1305,-228
