wall_ts,event,tick,symbol,side,qty,price,order_id,tag,reason,message,pos_C,avg_C,realized_pnl,unrealized_pnl,total_pnl,cash,session_mtm,thesis,signal_thesis,signal_side,signal_target,signal_strength,signal_fresh,fair,c_bid,c_ask,c_mid,c_spread,eps,earnings_delta,cpi_surprise,cpi_bias_bp,cpi_actual,cpi_forecast,macro_score,macro_target,macro_direction,earnings_trend,news_kind,news_subtype,news_asset,rate_bp,market_rate_bp,q_hike,q_hold,q_cut,pm_pos_hike,pm_pos_hold,pm_pos_cut,mark_source,kill_switch,shock_mode,shock_target,shock_original_target,shock_direction,shock_reference_mid,shock_edge,shock_fair_before,shock_fair_after,shock_overshoot_stage,shock_decay_steps,shock_equilibrium,shock_intent,raw_news
1775872234.890103,cancel_response,1010,C,SELL,12,945,1775872078324,earnings_shock_take,,success=True error=None,-40,963.0000,644.00,720.00,1364.00,38364.00,1364.00,earnings_shock,earnings,SELL,200,0.091721,True,881.6792,940,945,942.5000,5,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.4925,-7.4925,0.143856,0.412587,0.443556,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.061494,order_placed,1010,C,SELL,12,940,1775872078325,earnings_shock_take,,,-40,963.0000,644.00,720.00,1364.00,38364.00,1364.00,earnings_shock,earnings,SELL,200,0.091721,True,881.6954,940,945,942.5000,5,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5100,-7.5100,0.143713,0.412176,0.444112,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.062193,shock_child_order,1010,C,SELL,12,940,,earnings_shock_take,,,-40,963.0000,644.00,720.00,1364.00,38364.00,1364.00,earnings_shock,earnings,SELL,200,0.091721,True,881.6954,940,945,942.5000,5,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5100,-7.5100,0.143713,0.412176,0.444112,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.063068,heartbeat_forced,1010,,,,,,,,,-40,963.0000,644.00,720.00,1364.00,38364.00,1364.00,earnings_shock,earnings,SELL,200,0.091721,True,881.6954,940,945,942.5000,5,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5100,-7.5100,0.143713,0.412176,0.444112,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.261814,shock_order_replace,1010,C,SELL,160,936,,earnings_shock_take,replace,,-40,963.0000,644.00,920.00,1564.00,38364.00,1564.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7557,936,940,938.0000,4,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5750,-7.5750,0.143000,0.411000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.262789,heartbeat_forced,1010,,,,,,,,,-40,963.0000,644.00,920.00,1564.00,38364.00,1564.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7557,936,940,938.0000,4,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5750,-7.5750,0.143000,0.411000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.290192,cancel_response,1010,C,SELL,12,940,1775872078325,earnings_shock_take,,success=True error=None,-40,963.0000,644.00,960.00,1604.00,38364.00,1604.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7325,933,939,936.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5500,-7.5500,0.144000,0.410000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.456445,order_placed,1010,C,SELL,12,933,1775872078326,earnings_shock_take,,,-40,963.0000,644.00,960.00,1604.00,38364.00,1604.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7325,933,939,936.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5500,-7.5500,0.144000,0.410000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.457006,shock_child_order,1010,C,SELL,12,933,,earnings_shock_take,,,-40,963.0000,644.00,960.00,1604.00,38364.00,1604.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7325,933,939,936.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5500,-7.5500,0.144000,0.410000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.458037,heartbeat_forced,1010,,,,,,,,,-40,963.0000,644.00,960.00,1604.00,38364.00,1604.00,earnings_shock,earnings,SELL,200,0.091721,True,881.7325,933,939,936.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.5500,-7.5500,0.144000,0.410000,0.446000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.659124,shock_order_replace,1010,C,SELL,160,930,,earnings_shock_take,replace,,-40,963.0000,644.00,1200.00,1844.00,38364.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5947,930,933,931.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.4014,-7.4014,0.145781,0.412381,0.441837,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.660343,heartbeat_forced,1010,,,,,,,,,-40,963.0000,644.00,1200.00,1844.00,38364.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5947,930,933,931.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.4014,-7.4014,0.145781,0.412381,0.441837,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.681896,fill,1010,C,SELL,12,933,1775872078326,earnings_shock_take,,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,935,933,934.0000,-2,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.682296,order_placed,1010,C,SELL,12,935,1775872078327,earnings_shock_take,,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,935,933,934.0000,-2,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.682432,shock_child_order,1010,C,SELL,12,935,,earnings_shock_take,,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,935,933,934.0000,-2,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.682689,heartbeat_forced,1010,,,,,,,,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,935,933,934.0000,-2,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.690115,cancel_response,1010,,,,,1775872078326,,,success=False error=No such order: 1775872078326,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,927,933,930.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.856554,shock_order_replace,1010,C,SELL,148,927,,earnings_shock_take,replace,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,927,933,930.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872235.857514,heartbeat_forced,1010,,,,,,,,,-52,956.0769,644.00,1200.00,1844.00,49560.00,1844.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,927,933,930.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872235.885909,cancel_response,1010,C,SELL,12,935,1775872078327,earnings_shock_take,,success=True error=None,-52,956.0769,644.00,1304.00,1948.00,49560.00,1948.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5538,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3574,-7.3574,0.146146,0.413413,0.440440,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.055743,order_placed,1010,C,SELL,12,925,1775872078328,earnings_shock_take,,,-52,956.0769,644.00,1304.00,1948.00,49560.00,1948.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.056587,shock_child_order,1010,C,SELL,12,925,,earnings_shock_take,,,-52,956.0769,644.00,1304.00,1948.00,49560.00,1948.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.057324,heartbeat_forced,1010,,,,,,,,,-52,956.0769,644.00,1304.00,1948.00,49560.00,1948.00,earnings_shock,earnings,SELL,200,0.091721,True,881.5238,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.3250,-7.3250,0.147000,0.413000,0.440000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.087847,fill,1010,C,SELL,12,926,1775872078328,earnings_shock_take,,,-64,950.4375,644.00,1628.00,2272.00,60672.00,2272.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,925,925.5000,-1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.088255,order_placed,1010,C,SELL,12,926,1775872078329,earnings_shock_take,,,-64,950.4375,644.00,1628.00,2272.00,60672.00,2272.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,925,925.5000,-1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.088405,shock_child_order,1010,C,SELL,12,926,,earnings_shock_take,,,-64,950.4375,644.00,1628.00,2272.00,60672.00,2272.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,925,925.5000,-1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.088690,heartbeat_forced,1010,,,,,,,,,-64,950.4375,644.00,1628.00,2272.00,60672.00,2272.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,925,925.5000,-1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.125622,fill,1010,C,SELL,12,926,1775872078329,earnings_shock_take,,,-76,946.5789,644.00,1564.00,2208.00,71784.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.126466,order_placed,1010,C,SELL,12,926,1775872078330,earnings_shock_take,,,-76,946.5789,644.00,1564.00,2208.00,71784.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.126768,shock_child_order,1010,C,SELL,12,926,,earnings_shock_take,,,-76,946.5789,644.00,1564.00,2208.00,71784.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.127312,heartbeat_forced,1010,,,,,,,,,-76,946.5789,644.00,1564.00,2208.00,71784.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.158430,fill,1010,C,SELL,12,926,1775872078330,earnings_shock_take,,,-88,943.7727,644.00,1564.00,2208.00,82896.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.159166,order_placed,1010,C,SELL,12,926,1775872078331,earnings_shock_take,,,-88,943.7727,644.00,1564.00,2208.00,82896.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.159444,shock_child_order,1010,C,SELL,12,926,,earnings_shock_take,,,-88,943.7727,644.00,1564.00,2208.00,82896.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.159988,heartbeat_forced,1010,,,,,,,,,-88,943.7727,644.00,1564.00,2208.00,82896.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.193331,fill,1010,C,SELL,4,926,1775872078331,earnings_shock_take,,,-92,943.0000,644.00,1564.00,2208.00,86600.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4543,926,926,926.0000,0,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2500,-7.2500,0.148000,0.414000,0.438000,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.257598,shock_order_replace,1010,C,SELL,108,925,,earnings_shock_take,replace,,-92,943.0000,644.00,1564.00,2208.00,86600.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4393,925,926,925.5000,1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2339,-7.2339,0.148426,0.413793,0.437781,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.258457,heartbeat_forced,1010,,,,,,,,,-92,943.0000,644.00,1564.00,2208.00,86600.00,2208.00,earnings_shock,earnings,SELL,200,0.091721,True,881.4393,925,926,925.5000,1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.2339,-7.2339,0.148426,0.413793,0.437781,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.295643,cancel_response,1010,C,SELL,8,926,1775872078331,earnings_shock_take,,success=True error=None,-92,943.0000,644.00,1104.00,1748.00,86600.00,1748.00,earnings_shock,earnings,SELL,200,0.091721,True,881.3466,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.1339,-7.1339,0.148926,0.416792,0.434283,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.456992,order_placed,1010,C,SELL,12,925,1775872078332,earnings_shock_take,,,-92,943.0000,644.00,1104.00,1748.00,86600.00,1748.00,earnings_shock,earnings,SELL,200,0.091721,True,881.3433,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.1304,-7.1304,0.148851,0.417083,0.434066,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.457259,shock_child_order,1010,C,SELL,12,925,,earnings_shock_take,,,-92,943.0000,644.00,1104.00,1748.00,86600.00,1748.00,earnings_shock,earnings,SELL,200,0.091721,True,881.3433,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.1304,-7.1304,0.148851,0.417083,0.434066,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.457685,heartbeat_forced,1010,,,,,,,,,-92,943.0000,644.00,1104.00,1748.00,86600.00,1748.00,earnings_shock,earnings,SELL,200,0.091721,True,881.3433,925,931,928.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-7.1304,-7.1304,0.148851,0.417083,0.434066,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.655900,shock_order_replace,1010,C,SELL,108,922,,earnings_shock_take,replace,,-92,943.0000,644.00,1656.00,2300.00,86600.00,2300.00,earnings_shock,earnings,SELL,200,0.091721,True,881.1106,922,925,923.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.8794,-6.8794,0.154038,0.416750,0.429212,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.656607,heartbeat_forced,1010,,,,,,,,,-92,943.0000,644.00,1656.00,2300.00,86600.00,2300.00,earnings_shock,earnings,SELL,200,0.091721,True,881.1106,922,925,923.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.8794,-6.8794,0.154038,0.416750,0.429212,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.685459,cancel_response,1010,C,SELL,12,925,1775872078332,earnings_shock_take,,success=True error=None,-92,943.0000,644.00,1748.00,2392.00,86600.00,2392.00,earnings_shock,earnings,SELL,200,0.091721,True,880.9174,918,924,921.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.6708,-6.6708,0.156608,0.419950,0.423441,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.861945,order_placed,1010,C,SELL,12,918,1775872078333,earnings_shock_take,,,-92,943.0000,644.00,1748.00,2392.00,86600.00,2392.00,earnings_shock,earnings,SELL,200,0.091721,True,880.9174,918,924,921.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.6708,-6.6708,0.156608,0.419950,0.423441,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.862485,shock_child_order,1010,C,SELL,12,918,,earnings_shock_take,,,-92,943.0000,644.00,1748.00,2392.00,86600.00,2392.00,earnings_shock,earnings,SELL,200,0.091721,True,880.9174,918,924,921.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.6708,-6.6708,0.156608,0.419950,0.423441,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.863394,heartbeat_forced,1010,,,,,,,,,-92,943.0000,644.00,1748.00,2392.00,86600.00,2392.00,earnings_shock,earnings,SELL,200,0.091721,True,880.9174,918,924,921.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.6708,-6.6708,0.156608,0.419950,0.423441,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.891546,fill,1010,C,SELL,4,925,1775872078333,earnings_shock_take,,,-96,942.2500,644.00,2328.00,2972.00,90300.00,2972.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,925,918,921.5000,-7,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.892448,fill,1010,C,SELL,8,922,1775872078333,earnings_shock_take,,,-104,940.6923,644.00,2360.00,3004.00,97676.00,3004.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,925,918,921.5000,-7,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.892919,order_placed,1010,C,SELL,12,925,1775872078334,earnings_shock_take,,,-104,940.6923,644.00,2360.00,3004.00,97676.00,3004.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,925,918,921.5000,-7,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872236.893086,shock_child_order,1010,C,SELL,12,925,,earnings_shock_take,,,-104,940.6923,644.00,2360.00,3004.00,97676.00,3004.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,925,918,921.5000,-7,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872236.893416,heartbeat_forced,1010,,,,,,,,,-104,940.6923,644.00,2360.00,3004.00,97676.00,3004.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,925,918,921.5000,-7,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872237.054312,shock_order_replace,1010,C,SELL,96,922,,earnings_shock_take,replace,,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,922,925,923.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872237.055213,heartbeat_forced,1010,,,,,,,,,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7737,922,925,923.5000,3,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.5158,-6.5158,0.159080,0.421211,0.419710,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872237.084089,cancel_response,1010,C,SELL,12,925,1775872078334,earnings_shock_take,,success=True error=None,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7389,919,925,922.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.4782,-6.4782,0.158079,0.424712,0.417209,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872237.254849,order_placed,1010,C,SELL,12,919,1775872078335,earnings_shock_take,,,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7389,919,925,922.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.4782,-6.4782,0.158079,0.424712,0.417209,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872237.255564,shock_child_order,1010,C,SELL,12,919,,earnings_shock_take,,,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7389,919,925,922.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.4782,-6.4782,0.158079,0.424712,0.417209,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
1775872237.256550,heartbeat_forced,1010,,,,,,,,,-104,940.6923,644.00,1632.00,2276.00,97676.00,2276.00,earnings_shock,earnings,SELL,200,0.091721,True,880.7389,919,925,922.0000,6,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.4782,-6.4782,0.158079,0.424712,0.417209,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,,
1775872237.456454,shock_order_replace,1010,C,SELL,96,918,,earnings_shock_take,replace,,-104,940.6923,644.00,2256.00,2900.00,97676.00,2900.00,earnings_shock,earnings,SELL,200,0.091721,True,880.6347,918,919,918.5000,1,1.837122,-0.091721,0.000000,-4.5000,,,,,,,,,,-6.3657,-6.3657,0.159580,0.426213,0.414207,0,0,0,book,False,SHOCK,-200,-200,-1,969.0000,-87.8072,912.3232,881.1928,0,0,False,earnings_shock_take,
